6,Abscess (Collection of pus),61,Arthritis (joint inflammation)
6,Abscess (Collection of pus),67,Atrial fibrillation (irregular heart rate)
6,Abscess (Collection of pus),1121,Bone cancer (bone tumor)
6,Abscess (Collection of pus),120,Burns
6,Abscess (Collection of pus),121,Bursitis (inflammation of joint cushion)
6,Abscess (Collection of pus),133,Carpal tunnel syndrome (wrist nerve compression)
6,Abscess (Collection of pus),140,Cellulitis (skin infection)
6,Abscess (Collection of pus),151,Cervical radiculopathy (pinched nerve in neck)
6,Abscess (Collection of pus),862,Cervical spine stenosis (narrowing of spinal canal)
6,Abscess (Collection of pus),153,Cervical spondylosis (neck arthritis)
6,Abscess (Collection of pus),171,Chronic pain
6,Abscess (Collection of pus),1016,Clavicle fracture (broken collar bone)
6,Abscess (Collection of pus),191,Contusion (bruise, ecchymosis)
6,Abscess (Collection of pus),946,Cubital tunnel syndrome (nerve compression in the elbow)
6,Abscess (Collection of pus),203,De Quervain's tenosynovitis (hand tendon inflammation)
6,Abscess (Collection of pus),204,Deep venous thrombosis (DVT, venous blood clot)
6,Abscess (Collection of pus),220,Dislocation (joint out of place)
6,Abscess (Collection of pus),244,Enlarged lymph nodes (lymphadenopathy)
6,Abscess (Collection of pus),1275,Ewing's sarcoma (cancer)
6,Abscess (Collection of pus),269,Extremity trauma (leg or arm injury)
6,Abscess (Collection of pus),291,Fibromyalgia (chronic pain disorder)
6,Abscess (Collection of pus),1054,Foreign body in a wound
6,Abscess (Collection of pus),302,Fracture (broken bone)
6,Abscess (Collection of pus),18,Frozen shoulder (adhesive capsulitis of shoulder)
6,Abscess (Collection of pus),321,Gout (uric acid crystals in the joint causing inflammation)
6,Abscess (Collection of pus),1014,Hand fracture (broken hand)
6,Abscess (Collection of pus),350,Herniated disc (slipped disc, ruptured disc)
6,Abscess (Collection of pus),360,Humerus fracture (broken upper arm)
6,Abscess (Collection of pus),1317,Langerhans cell histiocytosis (Histiocytosis X)
6,Abscess (Collection of pus),426,Ligament sprain (connection between two bones)
6,Abscess (Collection of pus),934,Muscle spasm (charley horse)
6,Abscess (Collection of pus),729,Muscle strain (pulled muscle)
6,Abscess (Collection of pus),492,Myocardial infarction (heart attack)
6,Abscess (Collection of pus),532,Osteoarthritis (bone inflammation)
6,Abscess (Collection of pus),1331,Paget disease of the bone
6,Abscess (Collection of pus),1333,Parathyroid cancer
6,Abscess (Collection of pus),565,Peripheral neuropathy (nerve damage)
6,Abscess (Collection of pus),566,Peripheral vascular disease (blocked blood vessels)
6,Abscess (Collection of pus),639,Radial head fracture (broken elbow bone)
6,Abscess (Collection of pus),1138,Reflex sympathetic dystrophy (complex pain syndrome)
6,Abscess (Collection of pus),662,Rheumatoid arthritis (type of chronic joint inflammation)
6,Abscess (Collection of pus),667,Rotator cuff syndrome (shoulder injury)
6,Abscess (Collection of pus),1119,Sarcoma (soft tissue cancer)
6,Abscess (Collection of pus),684,Sebaceous cyst (sac under the skin)
6,Abscess (Collection of pus),689,Septic arthritis (joint infection)
6,Abscess (Collection of pus),700,Shoulder joint dislocation (dislocated shoulder)
6,Abscess (Collection of pus),703,Sickle cell disease (disease of red blood cells)
6,Abscess (Collection of pus),740,Supracondylar fracture (elbow fracture)
6,Abscess (Collection of pus),1106,Synovitis (inflammation of joint lining)
6,Abscess (Collection of pus),751,Tendonitis (tendon inflammation)
6,Abscess (Collection of pus),414,Tennis elbow (lateral epicondylitis)
6,Abscess (Collection of pus),752,Tenosynovitis (tendon sheath inflammation)
6,Abscess (Collection of pus),1369,Thrombophlebitis (superficial)
6,Abscess (Collection of pus),789,Unstable angina (pre heart attack chest pain)
6,Abscess (Collection of pus),834,Whiplash injury (neck injury)
8,Alcohol abuse,55,Aplastic anemia (bone marrow failure)
8,Alcohol abuse,1393,Broken jaw (mandible fracture)
8,Alcohol abuse,208,Dengue fever (tropical mosquito borne illness)
8,Alcohol abuse,222,Disseminated intravascular coagulation (DIC, abnormality of blood clotting)
8,Alcohol abuse,1287,Foot sprain
8,Alcohol abuse,340,Hemophilia (inherited bleeding disorder)
8,Alcohol abuse,424,Leukemia (blood cell cancer)
8,Alcohol abuse,436,Low platelets (thrombocytopenia)
8,Alcohol abuse,455,Measles (viral disease with typical rash)
8,Alcohol abuse,484,Mumps (viral infection involving salivary glands)
8,Alcohol abuse,491,Myelodysplastic syndrome (bone marrow failure)
8,Alcohol abuse,652,Renal failure, acute (sudden kidney failure)
8,Alcohol abuse,1513,Scurvy (vitamin C deficiency)
8,Alcohol abuse,1359,Shoulder sprain
8,Alcohol abuse,828,Waldenström macroglobulinemia (blood cell disease)
8,Alcohol abuse,830,Warfarin (Coumadin) use
8,Alcohol abuse,1383,Wrist sprain
46,Anorexia nervosa (eating disorder),26,Allergic reaction
46,Anorexia nervosa (eating disorder),37,Anaphylactoid reactions (pseudo allergic reaction)
46,Anorexia nervosa (eating disorder),38,Anaphylaxis (severe/life threatening allergic reaction)
46,Anorexia nervosa (eating disorder),190,Contact urticaria (hives)
46,Anorexia nervosa (eating disorder),278,Familial cold urticaria (cold-related hives)
46,Anorexia nervosa (eating disorder),1285,Food allergy
46,Anorexia nervosa (eating disorder),1124,Mastocytosis (urticaria pigmentosa, skin disease)
46,Anorexia nervosa (eating disorder),742,Symptomatic dermatographism (exaggerated skin response to pressure)
10,Anxiety (Nervousness),32,Amebiasis (ameba infection)
10,Anxiety (Nervousness),125,Campylobacter infection (intestinal bacterial infection)
10,Anxiety (Nervousness),955,Clostridium difficile (C. Diff)
10,Anxiety (Nervousness),178,Colitis (large intestine inflammation)
10,Anxiety (Nervousness),179,Colonic diverticulitis (inflammation of pouches in the large intestine)
10,Anxiety (Nervousness),197,Crohn's disease (regional enteritis, Crohn's colitis, intestinal inflammation)
10,Anxiety (Nervousness),231,E. coli infection (Escherichia coli, bacterial infection)
10,Anxiety (Nervousness),987,Food poisoning
10,Anxiety (Nervousness),310,Gastrointestinal bleeding (stomach, intestine bleeding)
10,Anxiety (Nervousness),1129,Hemolytic uremic syndrome (HUS, red blood cell destruction, kidney disease)
10,Anxiety (Nervousness),345,Henoch Schönlein purpura (blood vessel inflammation)
10,Anxiety (Nervousness),393,Intestinal ischemia (decreased intestinal blood flow)
10,Anxiety (Nervousness),394,Intestinal volvulus (twisting of intestine)
10,Anxiety (Nervousness),399,Intussusception (telescoping intestine)
10,Anxiety (Nervousness),450,Mallory Weiss syndrome (esophageal tear)
10,Anxiety (Nervousness),670,Salmonella infection (common bacterial intestinal infection)
10,Anxiety (Nervousness),675,Schistosomiasis (parasite infection)
10,Anxiety (Nervousness),697,Shigellosis (bacterial intestinal infection)
10,Anxiety (Nervousness),788,Ulcerative colitis (large intestine inflammation)
10,Anxiety (Nervousness),830,Warfarin (Coumadin) use
13,Arm ache or pain,26,Allergic reaction
13,Arm ache or pain,51,Anxiety disorder (generalized anxiety disorder, GAD)
13,Arm ache or pain,59,Arrhythmia (abnormal heart rhythm)
13,Arm ache or pain,65,Asthma
13,Arm ache or pain,115,Bronchitis (bronchial tube infection)
13,Arm ache or pain,165,Cholelithiasis (gallstones)
13,Arm ache or pain,185,Congestive heart failure (CHF)
13,Arm ache or pain,191,Contusion (bruise, ecchymosis)
13,Arm ache or pain,1008,Coronary artery disease (CAD, heart disease)
13,Arm ache or pain,195,Costochondritis (chest wall inflammation)
13,Arm ache or pain,221,Dissecting aortic aneurysm (tearing and dilation of the aorta)
13,Arm ache or pain,224,Dressler syndrome (heart sac inflammation following heart attack or heart surgery)
13,Arm ache or pain,1151,Dysthymia (depression, dysthymic disorder)
13,Arm ache or pain,265,Esophagitis (esophageal inflammation)
13,Arm ache or pain,266,Essential hypertension (high blood pressure)
13,Arm ache or pain,307,Gastritis (stomach inflammation)
13,Arm ache or pain,309,Gastroesophageal reflux (GERD, heartburn)
13,Arm ache or pain,354,Hiatal hernia (stomach pushes through diaphragm)
13,Arm ache or pain,426,Ligament sprain (connection between two bones)
13,Arm ache or pain,471,Mitral valve prolapse (abnormal heart valve)
13,Arm ache or pain,729,Muscle strain (pulled muscle)
13,Arm ache or pain,492,Myocardial infarction (heart attack)
13,Arm ache or pain,561,Pericarditis (heart sac inflammation)
13,Arm ache or pain,585,Pneumonia (lung infection)
13,Arm ache or pain,586,Pneumothorax (collapse of lung)
13,Arm ache or pain,608,Prinzmetal angina (heart artery spasm)
13,Arm ache or pain,617,Pulmonary embolism (blood clot in the lungs)
13,Arm ache or pain,618,Pulmonary fibrosis (lung scarring)
13,Arm ache or pain,997,Sarcoidosis (inflammatory disease)
13,Arm ache or pain,698,Shingles (herpes zoster)
13,Arm ache or pain,732,Stress
13,Arm ache or pain,1433,Supraventricular tachycardia (SVT)
13,Arm ache or pain,789,Unstable angina (pre heart attack chest pain)
13,Arm ache or pain,790,Upper respiratory tract infection (URI, common cold)
13,Arm ache or pain,811,Vasovagal syncope (fainting)
13,Arm ache or pain,834,Whiplash injury (neck injury)
62,Aseptic joint effusion (fluid in a joint),1030,Addison's disease (adrenal insufficiency)
62,Aseptic joint effusion (fluid in a joint),71,Autoimmune disease
62,Aseptic joint effusion (fluid in a joint),280,Febrile (fever) illness
62,Aseptic joint effusion (fluid in a joint),291,Fibromyalgia (chronic pain disorder)
62,Aseptic joint effusion (fluid in a joint),387,Influenza (seasonal flu)
62,Aseptic joint effusion (fluid in a joint),934,Muscle spasm (charley horse)
62,Aseptic joint effusion (fluid in a joint),1045,Muscle tear
62,Aseptic joint effusion (fluid in a joint),1261,Mycoplasma infection (bacteria)
62,Aseptic joint effusion (fluid in a joint),494,Myopathy (muscle disease)
62,Aseptic joint effusion (fluid in a joint),495,Myositis (muscle inflammation or infection)
62,Aseptic joint effusion (fluid in a joint),510,Necrotizing fasciitis (life-threatening infection)
62,Aseptic joint effusion (fluid in a joint),542,Overuse syndrome (injury from repetitive activity)
62,Aseptic joint effusion (fluid in a joint),858,Polymyalgia rheumatica (PMR, muscle and joint disorder)
62,Aseptic joint effusion (fluid in a joint),1345,Post-polio syndrome
62,Aseptic joint effusion (fluid in a joint),661,Rhabdomyolysis (severe muscle breakdown)
62,Aseptic joint effusion (fluid in a joint),968,Rickets (childhood bone disease)
62,Aseptic joint effusion (fluid in a joint),1513,Scurvy (vitamin C deficiency)
62,Aseptic joint effusion (fluid in a joint),859,Swine Flu (H1N1 Influenza)
62,Aseptic joint effusion (fluid in a joint),773,Toxic shock syndrome (life-threatening bacterial infection complication)
62,Aseptic joint effusion (fluid in a joint),780,Trichinella spiralis infection (trichinosis, parasitic infection from undercooked pork)
62,Aseptic joint effusion (fluid in a joint),1431,Vitamin D deficiency
65,Asthma,184,Concussion
65,Asthma,505,Nasal fracture (broken nose)
65,Asthma,253,Nose bleed (epistaxis)
65,Asthma,560,Perforated septum (hole in skin between nostrils)
65,Asthma,602,Preseptal hematoma (blood clot in the nose)
14,Back ache or pain,56,Appendicitis
14,Back ache or pain,69,Atypical pneumonia (lung infection)
14,Back ache or pain,793,Bladder infection (cystitis, UTI, urinary tract infection)
14,Back ache or pain,140,Cellulitis (skin infection)
14,Back ache or pain,536,Ear infection, middle ear (otitis media)
14,Back ache or pain,252,Epiglottitis (severe throat inflammation)
14,Back ache or pain,308,Gastroenteritis (intestinal infection)
14,Back ache or pain,387,Influenza (seasonal flu)
14,Back ache or pain,413,Laryngitis (voice box inflammation)
14,Back ache or pain,443,Lymphangitis (lymph tissue inflammation)
14,Back ache or pain,447,Malaria (mosquito transmitted illness)
14,Back ache or pain,462,Meningitis (spinal fluid infection)
14,Back ache or pain,474,Mononucleosis (common viral illness)
14,Back ache or pain,557,Pelvic inflammatory disease (PID, female reproductive organ infection)
14,Back ache or pain,567,Peritonitis (abdominal cavity inflammation)
14,Back ache or pain,572,Pharyngitis (throat infection)
14,Back ache or pain,585,Pneumonia (lung infection)
14,Back ache or pain,637,Pyelonephritis (kidney infection)
14,Back ache or pain,674,Scarlet fever (post strep inflammation)
14,Back ache or pain,704,Sinusitis (sinus infection)
14,Back ache or pain,768,Tonsillitis (tonsil infection)
14,Back ache or pain,790,Upper respiratory tract infection (URI, common cold)
224,Bleeding gums,26,Allergic reaction
224,Bleeding gums,901,Body lice
224,Bleeding gums,883,Chicken pox (varicella virus)
224,Bleeding gums,200,Cutaneous larva migrans (parasitic skin disease)
224,Bleeding gums,213,Diabetes (high blood sugar)
224,Bleeding gums,856,Hodgkin's disease (cancer of the lymph system)
224,Bleeding gums,425,Lichen planus (chronic skin inflammation)
224,Bleeding gums,852,Lymphoma (lymph node cancer)
224,Bleeding gums,577,Pityriasis rosea (inflammatory skin rash)
224,Bleeding gums,189,Poison ivy (poison oak, poison sumac)
224,Bleeding gums,606,Primary sclerosing cholangitis (bile duct disease)
224,Bleeding gums,890,Psoriasis (scaly skin disease)
224,Bleeding gums,653,Renal failure, chronic (ongoing kidney failure)
224,Bleeding gums,917,Ringworm of the body (tinea corporis)
224,Bleeding gums,920,Scabies (skin disease caused by mites)
224,Bleeding gums,698,Shingles (herpes zoster)
224,Bleeding gums,741,Swimmer's itch (cercarial dermatitis)
207,Blood in urine (Hematuria),59,Arrhythmia (abnormal heart rhythm)
207,Blood in urine (Hematuria),68,Atrioventricular node conduction block (heart block)
207,Blood in urine (Hematuria),973,Congenital heart disease (heart defect at birth)
207,Blood in urine (Hematuria),185,Congestive heart failure (CHF)
207,Blood in urine (Hematuria),1032,Heart attack (acute myocardial infarction, AMI)
207,Blood in urine (Hematuria),895,Hemochromatosis (excess iron disorder)
207,Blood in urine (Hematuria),1415,Hypoparathyroidism
207,Blood in urine (Hematuria),377,Hypothyroidism (low thyroid hormone)
207,Blood in urine (Hematuria),493,Myocarditis (heart muscle inflammation)
207,Blood in urine (Hematuria),1035,Myxedema coma (severely low thyroid hormone)
20,Blood in vomit,1387,Amyloidosis
20,Blood in vomit,74,Bacterial dysentery (bacterial infection of the intestines)
20,Blood in vomit,139,Celiac disease (celiac sprue)
20,Blood in vomit,955,Clostridium difficile (C. Diff)
20,Blood in vomit,180,Colon cancer (large intestine tumor)
